Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Oureclase Block
appliedenergistics2:facade:0, Cable Facade - Oureclase Engraved Block
appliedenergistics2:facade:0, Cable Facade - Oureclase Large Bricks
appliedenergistics2:facade:0, Cable Facade - Oureclase Bricks
appliedenergistics2:facade:0, Cable Facade - Oureclase Crystals
appliedenergistics2:facade:0, Cable Facade - Oureclase Hazard Block
appliedenergistics2:facade:0, Cable Facade - Inolashite Block
appliedenergistics2:facade:0, Cable Facade - Inolashite Engraved Block
appliedenergistics2:facade:0, Cable Facade - Inolashite Large Bricks
appliedenergistics2:facade:0, Cable Facade - Inolashite Bricks
appliedenergistics2:facade:0, Cable Facade - Inolashite Crystals
appliedenergistics2:facade:0, Cable Facade - Inolashite Hazard Block
appliedenergistics2:facade:0, Cable Facade - Meutoite Ore
appliedenergistics2:facade:0, Cable Facade - Meutoite Block
appliedenergistics2:facade:0, Cable Facade - Meutoite Engraved Block
appliedenergistics2:facade:0, Cable Facade - Meutoite Large Bricks
appliedenergistics2:facade:0, Cable Facade - Meutoite Bricks
appliedenergistics2:facade:0, Cable Facade - Meutoite Crystals
appliedenergistics2:facade:0, Cable Facade - Meutoite Hazard Block
appliedenergistics2:facade:0, Cable Facade - Orichalcum Ore
appliedenergistics2:facade:0, Cable Facade - Orichalcum Block
appliedenergistics2:facade:0, Cable Facade - Orichalcum Engraved Block
appliedenergistics2:facade:0, Cable Facade - Orichalcum Large Bricks
appliedenergistics2:facade:0, Cable Facade - Orichalcum Bricks
appliedenergistics2:facade:0, Cable Facade - Orichalcum Crystals
appliedenergistics2:facade:0, Cable Facade - Orichalcum Hazard Block
appliedenergistics2:facade:0, Cable Facade - Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Infuscolium Block
appliedenergistics2:facade:0, Cable Facade - Infuscolium Engraved Block
appliedenergistics2:facade:0, Cable Facade - Infuscolium Large Bricks
appliedenergistics2:facade:0, Cable Facade - Infuscolium Bricks
appliedenergistics2:facade:0, Cable Facade - Infuscolium Crystals
appliedenergistics2:facade:0, Cable Facade - Infuscolium Hazard Block
appliedenergistics2:facade:0, Cable Facade - Shadow Steel Block
appliedenergistics2:facade:0, Cable Facade - Shadow Steel Engraved Block
appliedenergistics2:facade:0, Cable Facade - Shadow Steel Large Bricks
appliedenergistics2:facade:0, Cable Facade - Shadow Steel Bricks
appliedenergistics2:facade:0, Cable Facade - Shadow Steel Crystals
appliedenergistics2:facade:0, Cable Facade - Shadow Steel Hazard Block
appliedenergistics2:facade:0, Cable Facade - Midasium Ore
appliedenergistics2:facade:0, Cable Facade - Midasium Block
appliedenergistics2:facade:0, Cable Facade - Midasium Engraved Block
appliedenergistics2:facade:0, Cable Facade - Midasium Large Bricks
appliedenergistics2:facade:0, Cable Facade - Midasium Bricks
appliedenergistics2:facade:0, Cable Facade - Midasium Crystals
appliedenergistics2:facade:0, Cable Facade - Midasium Hazard Block
appliedenergistics2:facade:0, Cable Facade - Krik Block
appliedenergistics2:facade:0, Cable Facade - Krik Engraved Block
appliedenergistics2:facade:0, Cable Facade - Krik Large Bricks
appliedenergistics2:facade:0, Cable Facade - Krik Bricks
appliedenergistics2:facade:0, Cable Facade - Krik Crystals
appliedenergistics2:facade:0, Cable Facade - Krik Hazard Block
appliedenergistics2:facade:0, Cable Facade - Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Rubracium Block
appliedenergistics2:facade:0, Cable Facade - Rubracium Engraved Block
appliedenergistics2:facade:0, Cable Facade - Rubracium Large Bricks
appliedenergistics2:facade:0, Cable Facade - Rubracium Bricks
appliedenergistics2:facade:0, Cable Facade - Rubracium Crystals
appliedenergistics2:facade:0, Cable Facade - Rubracium Hazard Block
appliedenergistics2:facade:0, Cable Facade - Osmium Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Refined Obsidian
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Refined Glowstone
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Teleporter Frame
appliedenergistics2:facade:0, Cable Facade - Steel Casing
appliedenergistics2:facade:0, Cable Facade - Dynamic Tank
appliedenergistics2:facade:0, Cable Facade - Structural Glass
appliedenergistics2:facade:0, Cable Facade - Dynamic Valve
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Controller
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Valve
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - Caution Block
appliedenergistics2:facade:0, Cable Facade - Ruby Block
appliedenergistics2:facade:0, Cable Facade - Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Topaz Block
appliedenergistics2:facade:0, Cable Facade - Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Citrine Block
appliedenergistics2:facade:0, Cable Facade - Citrine Ore
appliedenergistics2:facade:0, Cable Facade - Sapphire Block
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Amethyst Block
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Light Block
appliedenergistics2:facade:0, Cable Facade - Null Block
appliedenergistics2:facade:0, Cable Facade - Iron Frame Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Block
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Zorra Wood
appliedenergistics2:facade:0, Cable Facade - Zorra Wood Planks
appliedenergistics2:facade:0, Cable Facade - Zorra Leaves
appliedenergistics2:facade:0, Cable Facade - Block of Ferramic
appliedenergistics2:facade:0, Cable Facade - Block of Carbon Plates
appliedenergistics2:facade:0, Cable Facade - Block of Zorrasteel
appliedenergistics2:facade:0, Cable Facade - Charred Cobblestone
appliedenergistics2:facade:0, Cable Facade - Charred Stone
appliedenergistics2:facade:0, Cable Facade - Charred Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Ash Bricks
appliedenergistics2:facade:0, Cable Facade - Particle Board
appliedenergistics2:facade:0, Cable Facade - Particle Board Planks
appliedenergistics2:facade:0, Cable Facade - Block of Cheese
appliedenergistics2:facade:0, Cable Facade - Barrel of Fish
appliedenergistics2:facade:0, Cable Facade - Garbage Pile
appliedenergistics2:facade:0, Cable Facade - Raw Marbled Cheese
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Slab
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Tile
appliedenergistics2:facade:0, Cable Facade - Chiseled Marbled Cheese
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Pillar
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Brick
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Brick Slab
appliedenergistics2:facade:0, Cable Facade - Chiseled Marbled Cheese Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Marbled Cheese Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Marbled Cheese Brick
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Dirt
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Grass
appliedenergistics2:facade:0, Cable Facade - Ratlantean Automaton Core
appliedenergistics2:facade:0, Cable Facade - Block of Ratglove
appliedenergistics2:facade:0, Cable Facade - Brain Block
appliedenergistics2:facade:0, Cable Facade - Jack O' Ratern
appliedenergistics2:facade:0, Cable Facade - Reinforced Metal Block
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Void Stone
appliedenergistics2:facade:0, Cable Facade - Tainted Void Stone
appliedenergistics2:facade:0, Cable Facade - Tainted Void Stone Soil
appliedenergistics2:facade:0, Cable Facade - Ancient Runes
appliedenergistics2:facade:0, Cable Facade - Intricate Glyphed Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Bricks
appliedenergistics2:facade:0, Cable Facade - Crusted Stone
appliedenergistics2:facade:0, Cable Facade - Glowing Crusted Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Pillar
appliedenergistics2:facade:0, Cable Facade - Smooth Ancient Brick
appliedenergistics2:facade:0, Cable Facade - Ancient Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ancient Lantern
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
